mode,stage,stage_path,edit_path,edit_reused_from,input_ssim,input_psnr,input_mse,input_l2,output_ssim,output_psnr,output_mse,output_l2,arcface_original_vs_stage,arcface_clean_edit_vs_stage_edit,arcface_original_vs_clean_edit,arcface_stage_vs_stage_edit
delta_only,geometry_then_vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/geometry_then_vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/geometry_then_vae_reconstruction_edit.png,,0.8231096863746643,30.490972264211898,0.0008931055199354887,0.02988487108781781,0.8890214562416077,18.636566669982066,0.013688105158507824,0.11699617582856213,0.940906286239624,0.8344019651412964,0.6473087072372437,0.6294689178466797
delta_only,learned_combined,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_combined.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_combined_edit.png,,0.8142655491828918,29.711858760058725,0.0010685974266380072,0.03268940847794599,0.8928847908973694,26.28517288917916,0.0023522458504885435,0.04849995722151251,0.16738879680633545,0.6569540500640869,0.6473087072372437,0.709965705871582
delta_only,learned_delta_only,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_delta_only.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_delta_only_edit.png,,0.8142579197883606,29.711817597958582,0.001068607554771006,0.032689563392174666,0.8951632380485535,26.750975788629905,0.0021130142267793417,0.045967534486628076,0.16738393902778625,0.6585303544998169,0.6473087072372437,0.7087296843528748
delta_only,learned_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_geometry_on_original_edit.png,,0.9990448951721191,55.881840688269506,2.5811659725150093e-06,0.001606600750813658,0.987743079662323,42.34127209670654,5.8327423175796866e-05,0.007637239237826511,0.9996427893638611,0.9937304258346558,0.6473087072372437,0.6353799104690552
delta_only,learned_geometry_on_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_geometry_on_reconstruction_edit.png,,0.8231220245361328,30.49125390713815,0.0008930476033128798,0.02988390207641699,0.8885669112205505,18.611083566833216,0.013768658973276615,0.11733992915148966,0.9412927627563477,0.8332234621047974,0.6473087072372437,0.6278933882713318
delta_only,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/vae_reconstruction_edit.png,,0.8231146335601807,30.491206352076023,0.0008930573821999133,0.029884065690596942,0.8892146944999695,18.648265747324512,0.013651281595230103,0.11683869904800422,0.941228985786438,0.8325568437576294,0.6473087072372437,0.6270360946655273
baseline,neutral_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/neutral_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/neutral_geometry_on_original_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_geometry_on_original_edit.png,0.9990448951721191,55.881840688269506,2.5811659725150093e-06,0.001606600750813658,0.987743079662323,42.34127209670654,5.8327423175796866e-05,0.007637239237826511,0.9996427893638611,0.9937304258346558,0.6473087072372437,0.6353799104690552
baseline,neutral_geometry_on_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/neutral_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/neutral_geometry_on_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/learned_geometry_on_reconstruction_edit.png,0.8231220245361328,30.49125390713815,0.0008930476033128798,0.02988390207641699,0.8885669112205505,18.611083566833216,0.013768658973276615,0.11733992915148966,0.9412927627563477,0.8332234621047974,0.6473087072372437,0.6278933882713318
baseline,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/vae_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_10/delta_only/vae_reconstruction_edit.png,0.8231146335601807,30.491206352076023,0.0008930573821999133,0.029884065690596942,0.8892146944999695,18.648265747324512,0.013651281595230103,0.11683869904800422,0.941228985786438,0.8325568437576294,0.6473087072372437,0.6270360946655273
