mode,stage,stage_path,edit_path,edit_reused_from,input_ssim,input_psnr,input_mse,input_l2,output_ssim,output_psnr,output_mse,output_l2,arcface_original_vs_stage,arcface_clean_edit_vs_stage_edit,arcface_original_vs_clean_edit,arcface_stage_vs_stage_edit
delta_only,geometry_then_vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/geometry_then_vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/geometry_then_vae_reconstruction_edit.png,,0.8231096863746643,30.490972264211898,0.0008931055199354887,0.02988487108781781,0.8890214562416077,18.636566669982066,0.013688105158507824,0.11699617582856213,0.940906286239624,0.8344019651412964,0.6473087072372437,0.6294689178466797
delta_only,learned_combined,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_combined.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_combined_edit.png,,0.8001626133918762,28.49219458776677,0.001415078528225422,0.03761752953378813,0.482470840215683,10.916207736595991,0.08098027110099792,0.2845703271618422,-0.2316073775291443,0.3647426962852478,0.6473087072372437,-0.023205216974020004
delta_only,learned_delta_only,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_delta_only.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_delta_only_edit.png,,0.8001552224159241,28.492161360455466,0.0014150893548503518,0.03761767343749945,0.48302629590034485,10.920769649432804,0.08089525252580643,0.28442090732892056,-0.23168863356113434,0.36655929684638977,0.6473087072372437,-0.021434862166643143
delta_only,learned_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_geometry_on_original_edit.png,,0.9990448951721191,55.881840688269506,2.5811659725150093e-06,0.001606600750813658,0.987743079662323,42.34127209670654,5.8327423175796866e-05,0.007637239237826511,0.9996427893638611,0.9937304258346558,0.6473087072372437,0.6353799104690552
delta_only,learned_geometry_on_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_geometry_on_reconstruction_edit.png,,0.8231220245361328,30.49125390713815,0.0008930476033128798,0.02988390207641699,0.8885669112205505,18.611083566833216,0.013768658973276615,0.11733992915148966,0.9412927627563477,0.8332234621047974,0.6473087072372437,0.6278933882713318
delta_only,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/vae_reconstruction_edit.png,,0.8231146335601807,30.491206352076023,0.0008930573821999133,0.029884065690596942,0.8892146944999695,18.648265747324512,0.013651281595230103,0.11683869904800422,0.941228985786438,0.8325568437576294,0.6473087072372437,0.6270360946655273
baseline,neutral_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/neutral_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/neutral_geometry_on_original_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_geometry_on_original_edit.png,0.9990448951721191,55.881840688269506,2.5811659725150093e-06,0.001606600750813658,0.987743079662323,42.34127209670654,5.8327423175796866e-05,0.007637239237826511,0.9996427893638611,0.9937304258346558,0.6473087072372437,0.6353799104690552
baseline,neutral_geometry_on_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/neutral_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/neutral_geometry_on_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/learned_geometry_on_reconstruction_edit.png,0.8231220245361328,30.49125390713815,0.0008930476033128798,0.02988390207641699,0.8885669112205505,18.611083566833216,0.013768658973276615,0.11733992915148966,0.9412927627563477,0.8332234621047974,0.6473087072372437,0.6278933882713318
baseline,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/vae_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/stage_attribution/delta_iteration_sweep_image2_jacket/iter_20/delta_only/vae_reconstruction_edit.png,0.8231146335601807,30.491206352076023,0.0008930573821999133,0.029884065690596942,0.8892146944999695,18.648265747324512,0.013651281595230103,0.11683869904800422,0.941228985786438,0.8325568437576294,0.6473087072372437,0.6270360946655273
